image_name,message_id,channel_name,detected_object,confidence_score,image_category
22834.jpg,22834,lobelia4cosmetics,bottle,0.5191170573234558,product_display
22835.jpg,22835,lobelia4cosmetics,none,0.0,other
22836.jpg,22836,lobelia4cosmetics,cell phone,0.31958022713661194,other
22837.jpg,22837,lobelia4cosmetics,none,0.0,other
22838.jpg,22838,lobelia4cosmetics,none,0.0,other
22839.jpg,22839,lobelia4cosmetics,bottle,0.9044639468193054,product_display
22839.jpg,22839,lobelia4cosmetics,dining table,0.3380439281463623,product_display
22840.jpg,22840,lobelia4cosmetics,person,0.7900386452674866,promotional
22840.jpg,22840,lobelia4cosmetics,person,0.3781149983406067,promotional
22840.jpg,22840,lobelia4cosmetics,bottle,0.35652267932891846,promotional
22841.jpg,22841,lobelia4cosmetics,none,0.0,other
22842.jpg,22842,lobelia4cosmetics,bottle,0.7326324582099915,product_display
22843.jpg,22843,lobelia4cosmetics,bottle,0.3064354658126831,product_display
22843.jpg,22843,lobelia4cosmetics,book,0.26738953590393066,product_display
22844.jpg,22844,lobelia4cosmetics,person,0.7900386452674866,promotional
22844.jpg,22844,lobelia4cosmetics,person,0.3781149983406067,promotional
22844.jpg,22844,lobelia4cosmetics,bottle,0.35652267932891846,promotional
22845.jpg,22845,lobelia4cosmetics,none,0.0,other
22846.jpg,22846,lobelia4cosmetics,person,0.4573270380496979,lifestyle
22846.jpg,22846,lobelia4cosmetics,book,0.31845080852508545,lifestyle
22847.jpg,22847,lobelia4cosmetics,bottle,0.8006815314292908,product_display
22848.jpg,22848,lobelia4cosmetics,person,0.5967599749565125,lifestyle
22848.jpg,22848,lobelia4cosmetics,person,0.3250137269496918,lifestyle
22849.jpg,22849,lobelia4cosmetics,none,0.0,other
22850.jpg,22850,lobelia4cosmetics,none,0.0,other
22851.jpg,22851,lobelia4cosmetics,bottle,0.5879693627357483,product_display
22851.jpg,22851,lobelia4cosmetics,bottle,0.3194347023963928,product_display
22852.jpg,22852,lobelia4cosmetics,none,0.0,other
22853.jpg,22853,lobelia4cosmetics,none,0.0,other
22854.jpg,22854,lobelia4cosmetics,none,0.0,other
22855.jpg,22855,lobelia4cosmetics,none,0.0,other
22856.jpg,22856,lobelia4cosmetics,none,0.0,other
22857.jpg,22857,lobelia4cosmetics,bottle,0.501695454120636,product_display
22858.jpg,22858,lobelia4cosmetics,none,0.0,other
22859.jpg,22859,lobelia4cosmetics,bottle,0.5791776776313782,product_display
22860.jpg,22860,lobelia4cosmetics,bottle,0.38477855920791626,product_display
22861.jpg,22861,lobelia4cosmetics,person,0.5967599749565125,lifestyle
22861.jpg,22861,lobelia4cosmetics,person,0.3250137269496918,lifestyle
22862.jpg,22862,lobelia4cosmetics,bottle,0.9318896532058716,product_display
22863.jpg,22863,lobelia4cosmetics,bottle,0.9044639468193054,product_display
22863.jpg,22863,lobelia4cosmetics,dining table,0.3380439281463623,product_display
22864.jpg,22864,lobelia4cosmetics,dining table,0.2931026518344879,other
22865.jpg,22865,lobelia4cosmetics,bottle,0.7241195440292358,product_display
22866.jpg,22866,lobelia4cosmetics,none,0.0,other
22867.jpg,22867,lobelia4cosmetics,book,0.2753816545009613,other
22868.jpg,22868,lobelia4cosmetics,bottle,0.2802514433860779,product_display
22869.jpg,22869,lobelia4cosmetics,none,0.0,other
22870.jpg,22870,lobelia4cosmetics,bottle,0.5707804560661316,product_display
22871.jpg,22871,lobelia4cosmetics,book,0.35020118951797485,product_display
22871.jpg,22871,lobelia4cosmetics,bottle,0.26285794377326965,product_display
22872.jpg,22872,lobelia4cosmetics,bottle,0.9156717658042908,product_display
22872.jpg,22872,lobelia4cosmetics,bottle,0.8188876509666443,product_display
22873.jpg,22873,lobelia4cosmetics,bottle,0.8690326809883118,product_display
22874.jpg,22874,lobelia4cosmetics,cell phone,0.46346771717071533,other
22875.jpg,22875,lobelia4cosmetics,none,0.0,other
22876.jpg,22876,lobelia4cosmetics,bottle,0.5707804560661316,product_display
22877.jpg,22877,lobelia4cosmetics,none,0.0,other
22878.jpg,22878,lobelia4cosmetics,none,0.0,other
22879.jpg,22879,lobelia4cosmetics,person,0.6241413354873657,lifestyle
22879.jpg,22879,lobelia4cosmetics,surfboard,0.3663443326950073,lifestyle
22880.jpg,22880,lobelia4cosmetics,none,0.0,other
22881.jpg,22881,lobelia4cosmetics,none,0.0,other
22882.jpg,22882,lobelia4cosmetics,bottle,0.8308452367782593,product_display
22883.jpg,22883,lobelia4cosmetics,none,0.0,other
22884.jpg,22884,lobelia4cosmetics,teddy bear,0.3179367184638977,other
22885.jpg,22885,lobelia4cosmetics,none,0.0,other
22886.jpg,22886,lobelia4cosmetics,none,0.0,other
22887.jpg,22887,lobelia4cosmetics,none,0.0,other
22888.jpg,22888,lobelia4cosmetics,none,0.0,other
22889.jpg,22889,lobelia4cosmetics,bottle,0.8699761033058167,product_display
22890.jpg,22890,lobelia4cosmetics,bottle,0.4841199517250061,product_display
22890.jpg,22890,lobelia4cosmetics,dining table,0.29485949873924255,product_display
22891.jpg,22891,lobelia4cosmetics,bottle,0.5879693627357483,product_display
22891.jpg,22891,lobelia4cosmetics,bottle,0.3194347023963928,product_display
22892.jpg,22892,lobelia4cosmetics,parking meter,0.2554703652858734,other
22893.jpg,22893,lobelia4cosmetics,person,0.6241413354873657,lifestyle
22893.jpg,22893,lobelia4cosmetics,surfboard,0.3663443326950073,lifestyle
22894.jpg,22894,lobelia4cosmetics,person,0.6789198517799377,lifestyle
22894.jpg,22894,lobelia4cosmetics,stop sign,0.27186933159828186,lifestyle
22895.jpg,22895,lobelia4cosmetics,none,0.0,other
22896.jpg,22896,lobelia4cosmetics,bottle,0.6552395224571228,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.6378848552703857,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.6188614964485168,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.6081476211547852,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.6053599119186401,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5932108163833618,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5883391499519348,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5690006017684937,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5683810710906982,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5624142289161682,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5368716716766357,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5203357934951782,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.5048399567604065,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.49132615327835083,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.49017465114593506,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.4898833632469177,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.4855881929397583,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.4419182538986206,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.4392974376678467,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.38871628046035767,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.33974921703338623,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.3238232135772705,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.31539681553840637,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.29658401012420654,product_display
22896.jpg,22896,lobelia4cosmetics,bottle,0.28513476252555847,product_display
22897.jpg,22897,lobelia4cosmetics,bottle,0.8551762104034424,product_display
22897.jpg,22897,lobelia4cosmetics,bottle,0.7980882525444031,product_display
